date,account,payee,debit,credit,index,project,category_account,source_account,source_category
2021-10-26,Subcontractor Expenses,David James,711.17,0.0,155321,West-Freeman,Expense,cash,Current Asset
2021-10-27,Subcontractor Expenses,Natasha Lopez,1099.48,0.0,155331,"Pena, Brown and Shepherd",Expense,cash,Current Asset
2021-10-27,Subcontractor Expenses,Matthew Price,87205.24,0.0,155341,Joseph and Sons,Expense,cash,Current Asset
2021-10-30,Subcontractor Expenses,Michael Riddle,4070.77,0.0,155351,"Bell, Hubbard and Jordan",Expense,cash,Current Asset
2021-11-01,Subcontractor Expenses,Andrew Coleman,2266.14,0.0,155361,"Henderson, Jones and Mcmillan",Expense,cash,Current Asset
2021-11-02,Subcontractor Expenses,Angela Kelley,2070.46,0.0,155371,"Robinson, Jones and Dyer",Expense,cash,Current Asset
2021-11-03,Subcontractor Expenses,Jose Smith MD,9226.59,0.0,155381,Bailey-Bolton,Expense,cash,Current Asset
2021-11-03,Subcontractor Expenses,Nathaniel Jones,36118.17,0.0,155391,"Murray, Gould and Koch",Expense,cash,Current Asset
2021-11-03,Subcontractor Expenses,Brianna Gates,33398.91,0.0,155401,Martinez-Haley,Expense,cash,Current Asset
2021-11-05,Subcontractor Expenses,Stephanie Rodriguez,6395.51,0.0,155411,"Robinson, Jones and Dyer",Expense,cash,Current Asset
2021-11-06,Subcontractor Expenses,Nicole Brown,9500.96,0.0,155421,"Jackson, Brewer and Bullock",Expense,cash,Current Asset
2021-12-04,Subcontractor Expenses,Amanda Howard,5977.48,0.0,155831,Phillips-Meyer,Expense,cash,Current Asset
2021-11-06,Subcontractor Expenses,Stephanie Tran,111221.61,0.0,155431,"Alexander, Gallegos and Zavala",Expense,cash,Current Asset
2021-11-07,Subcontractor Expenses,Nathan Daniel,6449.16,0.0,155441,Butler-Carr,Expense,cash,Current Asset
2021-11-08,Subcontractor Expenses,Whitney Dunn,2680.54,0.0,155451,Garcia LLC,Expense,cash,Current Asset
2021-11-08,Subcontractor Expenses,Bryan Escobar Jr.,74496.06,0.0,155461,Oconnell-Smith,Expense,cash,Current Asset
2021-11-11,Subcontractor Expenses,Scott Reynolds,85972.66,0.0,155481,Combs-Callahan,Expense,cash,Current Asset
2021-11-12,Subcontractor Expenses,Jessica Rubio,7228.61,0.0,155491,"Hanson, Ortiz and Bryant",Expense,cash,Current Asset
2021-11-12,Subcontractor Expenses,Shane Anderson,9947.47,0.0,155501,Thomas-Mcknight,Expense,cash,Current Asset
2021-11-12,Subcontractor Expenses,Andrea Gaines,101664.85,0.0,155511,"Hall, Mitchell and Lopez",Expense,cash,Current Asset
2021-11-12,Subcontractor Expenses,William Nunez,84980.22,0.0,155521,Martinez Ltd,Expense,cash,Current Asset
2021-11-13,Subcontractor Expenses,Sharon Stevens,9101.09,0.0,155531,Baker Inc,Expense,cash,Current Asset
2021-11-13,Subcontractor Expenses,Michael Perry,7465.48,0.0,155541,Oconnell-Smith,Expense,cash,Current Asset
2021-11-13,Subcontractor Expenses,Linda Williams,1125.14,0.0,155551,Moore Group,Expense,cash,Current Asset
2021-11-14,Subcontractor Expenses,Allison Santos,1151.96,0.0,155561,Harris Inc,Expense,cash,Current Asset
2021-11-16,Subcontractor Expenses,Susan Lewis,9619.76,0.0,155571,Hanson Ltd,Expense,cash,Current Asset
2021-11-16,Subcontractor Expenses,Heather Castaneda,2063.36,0.0,155581,Anderson-Baker,Expense,cash,Current Asset
2021-11-17,Subcontractor Expenses,William Hart,6221.55,0.0,155591,Bond-Mendez,Expense,cash,Current Asset
2021-11-17,Subcontractor Expenses,Max Perez,7603.92,0.0,155601,Flores Ltd,Expense,cash,Current Asset
2021-11-17,Subcontractor Expenses,Jessica Powell,18034.61,0.0,155611,Collins Ltd,Expense,cash,Current Asset
2021-11-18,Subcontractor Expenses,Nancy Black,3375.02,0.0,155621,"Wagner, Simmons and Taylor",Expense,cash,Current Asset
2021-11-18,Subcontractor Expenses,Joel Brown,6245.76,0.0,155631,Young Inc,Expense,cash,Current Asset
2021-11-19,Subcontractor Expenses,Brian Reilly,57922.94,0.0,155641,Allen Inc,Expense,cash,Current Asset
2021-11-20,Subcontractor Expenses,Stephen Hicks,8833.19,0.0,155651,Skinner-Villa,Expense,cash,Current Asset
2021-11-22,Subcontractor Expenses,Thomas Smith,983.02,0.0,155661,"Reed, Leach and Long",Expense,cash,Current Asset
2021-11-23,Subcontractor Expenses,Jessica Davis,111807.44,0.0,155671,Cole Inc,Expense,cash,Current Asset
2021-11-24,Subcontractor Expenses,Donald Anderson,4471.24,0.0,155681,Lawson Group,Expense,cash,Current Asset
2021-11-24,Subcontractor Expenses,Valerie Lewis,570.14,0.0,155691,"Cook, Payne and Glass",Expense,cash,Current Asset
2021-11-25,Subcontractor Expenses,Kristen Martinez,3430.32,0.0,155701,Martin-Soto,Expense,cash,Current Asset
2021-11-25,Subcontractor Expenses,Cameron Bowen,16511.44,0.0,155711,"Carr, Clark and Park",Expense,cash,Current Asset
2021-11-25,Subcontractor Expenses,Karen Jones,97875.24,0.0,155721,"Miller, Graham and Griffin",Expense,cash,Current Asset
2021-11-26,Subcontractor Expenses,Steven Hall,3714.3,0.0,155731,Hill-Smith,Expense,cash,Current Asset
2021-11-26,Subcontractor Expenses,Jake Prince,2277.38,0.0,155741,Sanford PLC,Expense,cash,Current Asset
2021-11-27,Subcontractor Expenses,Stacy Taylor,60402.21,0.0,155751,"Phillips, Valencia and Taylor",Expense,cash,Current Asset
2021-11-27,Subcontractor Expenses,Gilbert Holmes,74903.46,0.0,155761,Wiley LLC,Expense,cash,Current Asset
2021-11-28,Subcontractor Expenses,Alyssa Gray,5670.19,0.0,155771,Pittman Group,Expense,cash,Current Asset
2021-11-30,Subcontractor Expenses,Michelle Wood,7347.44,0.0,155781,"Roberts, Potter and Aguilar",Expense,cash,Current Asset
2021-11-30,Subcontractor Expenses,Mr. Derek Blake,5785.76,0.0,155791,Golden Inc,Expense,cash,Current Asset
2021-11-30,Subcontractor Expenses,Amber Gordon,7902.58,0.0,155801,Beck-Anderson,Expense,cash,Current Asset
2021-12-02,Subcontractor Expenses,Michele Donovan,2107.58,0.0,155811,Hurst-Lynn,Expense,cash,Current Asset
2021-12-03,Subcontractor Expenses,Tammy Anderson,2055.67,0.0,155821,"Moore, Atkinson and Johnson",Expense,cash,Current Asset
2021-12-04,Subcontractor Expenses,Nicole Dunn,8863.23,0.0,155841,Acevedo Ltd,Expense,cash,Current Asset
2021-12-04,Subcontractor Expenses,Hailey Mcdonald,6101.77,0.0,155851,"Johnson, Turner and Young",Expense,cash,Current Asset
2021-12-04,Subcontractor Expenses,David James,88983.28,0.0,155861,Garcia Inc,Expense,cash,Current Asset
2021-12-05,Subcontractor Expenses,Natasha Lopez,8044.62,0.0,155871,Webb-Hudson,Expense,cash,Current Asset
2021-12-06,Subcontractor Expenses,Matthew Price,5569.51,0.0,155881,Ramos-White,Expense,cash,Current Asset
2021-12-06,Subcontractor Expenses,Michael Riddle,3516.03,0.0,155891,Williams-Adams,Expense,cash,Current Asset
2021-12-06,Subcontractor Expenses,Andrew Coleman,60939.01,0.0,155901,Leon-Ford,Expense,cash,Current Asset
2021-12-07,Subcontractor Expenses,Angela Kelley,8256.6,0.0,155911,Horne-Potter,Expense,cash,Current Asset
2021-12-10,Subcontractor Expenses,Jose Smith MD,8923.3,0.0,155921,"Elliott, Oneill and Costa",Expense,cash,Current Asset
2021-12-12,Subcontractor Expenses,Nathaniel Jones,25121.31,0.0,155931,Lewis-Rose,Expense,cash,Current Asset
2021-12-12,Subcontractor Expenses,Brianna Gates,22917.19,0.0,155941,Lopez Group,Expense,cash,Current Asset
2021-12-13,Subcontractor Expenses,Stephanie Rodriguez,2895.59,0.0,155951,Stuart Ltd,Expense,cash,Current Asset
2021-12-13,Subcontractor Expenses,Nicole Brown,9769.78,0.0,155961,"Hale, Jimenez and Hopkins",Expense,cash,Current Asset
2021-12-13,Subcontractor Expenses,Stephanie Tran,8689.02,0.0,155971,James-Hunter,Expense,cash,Current Asset
2021-12-14,Subcontractor Expenses,Nathan Daniel,2657.78,0.0,155981,Martin-Davis,Expense,cash,Current Asset
2021-12-14,Subcontractor Expenses,Whitney Dunn,9888.77,0.0,155991,Davis-Mccall,Expense,cash,Current Asset
2021-12-14,Subcontractor Expenses,Bryan Escobar Jr.,97700.22,0.0,156001,"Hampton, Sullivan and Moore",Expense,cash,Current Asset
2021-12-15,Subcontractor Expenses,Joy Bates,6516.7,0.0,156011,Richardson-Powell,Expense,cash,Current Asset
2021-12-15,Subcontractor Expenses,Scott Reynolds,3313.46,0.0,156021,Watts Inc,Expense,cash,Current Asset
2021-12-15,Subcontractor Expenses,Jessica Rubio,72984.77,0.0,156031,Townsend LLC,Expense,cash,Current Asset
2021-12-15,Subcontractor Expenses,Shane Anderson,83405.0,0.0,156041,Mayo-Day,Expense,cash,Current Asset
2021-12-17,Subcontractor Expenses,Andrea Gaines,6568.54,0.0,156051,"Schmidt, Roman and Ortega",Expense,cash,Current Asset
2021-12-19,Subcontractor Expenses,William Nunez,27278.39,0.0,156061,Baker-Spence,Expense,cash,Current Asset
2021-12-20,Subcontractor Expenses,Sharon Stevens,5410.15,0.0,156071,Kramer-Bell,Expense,cash,Current Asset
2021-12-21,Subcontractor Expenses,Michael Perry,2695.61,0.0,156081,Gilbert-Francis,Expense,cash,Current Asset
2021-12-22,Subcontractor Expenses,Linda Williams,7854.33,0.0,156091,"Lewis, Hall and Maxwell",Expense,cash,Current Asset
2021-07-26,cash,Exxon,0.0,107.63,201772,NaN,Current Asset,Fuel Expenses,Expense
2021-12-23,Subcontractor Expenses,Allison Santos,112872.22,0.0,156101,Sanford PLC,Expense,cash,Current Asset
2021-12-24,Subcontractor Expenses,Susan Lewis,4144.78,0.0,156111,"Acevedo, Brown and Jones",Expense,cash,Current Asset
2021-12-24,Subcontractor Expenses,Heather Castaneda,5623.07,0.0,156121,Hunt Ltd,Expense,cash,Current Asset
2021-12-24,Subcontractor Expenses,Kelsey Hancock,8345.93,0.0,156131,"Mendoza, Smith and Barnett",Expense,cash,Current Asset
2021-12-24,Subcontractor Expenses,William Hart,7202.11,0.0,156141,Ruiz Group,Expense,cash,Current Asset
2021-12-25,Subcontractor Expenses,Max Perez,6950.8,0.0,156151,Anderson Group,Expense,cash,Current Asset
2021-12-26,Subcontractor Expenses,Jessica Powell,9209.01,0.0,156161,Young-Davis,Expense,cash,Current Asset
2021-12-27,Subcontractor Expenses,Nancy Black,6324.65,0.0,156171,"Mooney, Kemp and Harris",Expense,cash,Current Asset
2021-12-28,Subcontractor Expenses,Joel Brown,7492.58,0.0,156181,Lutz and Sons,Expense,cash,Current Asset
2021-12-30,Subcontractor Expenses,Brian Reilly,7917.49,0.0,156191,Townsend LLC,Expense,cash,Current Asset
2021-12-31,Subcontractor Expenses,Stephen Hicks,3028.37,0.0,156201,Peterson-Brewer,Expense,cash,Current Asset
2022-01-01,Subcontractor Expenses,Thomas Smith,4907.65,0.0,156211,Hughes PLC,Expense,cash,Current Asset
2022-01-01,Subcontractor Expenses,Jessica Davis,26125.04,0.0,156221,Bishop-Carter,Expense,cash,Current Asset
2022-01-02,Subcontractor Expenses,Donald Anderson,4012.64,0.0,156231,"Cook, Payne and Glass",Expense,cash,Current Asset
2022-01-03,Subcontractor Expenses,Valerie Lewis,2032.36,0.0,156241,Miller-Williams,Expense,cash,Current Asset
2022-01-05,Subcontractor Expenses,Kristen Martinez,11835.22,0.0,156251,Jackson-Ayala,Expense,cash,Current Asset
2022-01-07,Subcontractor Expenses,Cameron Bowen,46632.6,0.0,156261,"Boyer, Huff and David",Expense,cash,Current Asset
2022-01-08,Subcontractor Expenses,Karen Jones,5014.43,0.0,156271,Arnold-Marshall,Expense,cash,Current Asset
2022-01-09,Subcontractor Expenses,Steven Hall,4904.88,0.0,156281,"Johnson, Taylor and Cook",Expense,cash,Current Asset
2022-01-11,Subcontractor Expenses,Jake Prince,3425.63,0.0,156291,"Lewis, Brown and Foster",Expense,cash,Current Asset
2022-01-11,Subcontractor Expenses,Stacy Taylor,2758.59,0.0,156301,"Patel, Barron and Ray",Expense,cash,Current Asset
2022-01-12,Subcontractor Expenses,Gilbert Holmes,3093.86,0.0,156311,Nash-Brown,Expense,cash,Current Asset
2022-01-12,Subcontractor Expenses,Alyssa Gray,4476.2,0.0,156321,"Norman, Norris and Chavez",Expense,cash,Current Asset
2022-01-12,Subcontractor Expenses,Michelle Wood,9238.59,0.0,156331,"Houston, Howard and Duran",Expense,cash,Current Asset
2022-01-13,Subcontractor Expenses,Mr. Derek Blake,70890.65,0.0,156341,Flynn-Evans,Expense,cash,Current Asset
2022-01-14,Subcontractor Expenses,Amber Gordon,6166.7,0.0,156351,Moss and Sons,Expense,cash,Current Asset
2022-01-14,Subcontractor Expenses,Michele Donovan,119443.97,0.0,156361,Weber-Wilson,Expense,cash,Current Asset
2022-01-15,Subcontractor Expenses,Tammy Anderson,8340.26,0.0,156371,Hernandez Group,Expense,cash,Current Asset
2022-01-15,Subcontractor Expenses,Amanda Howard,54436.72,0.0,156381,Cole LLC,Expense,cash,Current Asset
2022-01-17,Subcontractor Expenses,Hailey Mcdonald,7183.39,0.0,156401,Warren-Lee,Expense,cash,Current Asset
2022-01-17,Subcontractor Expenses,David James,3331.15,0.0,156411,"Lang, Harris and Young",Expense,cash,Current Asset
2022-01-17,Subcontractor Expenses,Natasha Lopez,54953.68,0.0,156421,White and Sons,Expense,cash,Current Asset
2022-01-18,Subcontractor Expenses,Matthew Price,8515.49,0.0,156431,Skinner-Villa,Expense,cash,Current Asset
2022-01-18,Subcontractor Expenses,Michael Riddle,32150.41,0.0,156441,Mccall-Kidd,Expense,cash,Current Asset
2022-01-20,Subcontractor Expenses,Andrew Coleman,759.36,0.0,156451,Riley LLC,Expense,cash,Current Asset
2022-01-20,Subcontractor Expenses,Angela Kelley,9402.84,0.0,156461,Brown-Davis,Expense,cash,Current Asset
2022-01-20,Subcontractor Expenses,Jose Smith MD,40293.23,0.0,156471,"Hancock, Sullivan and Green",Expense,cash,Current Asset
2022-01-21,Subcontractor Expenses,Nathaniel Jones,8334.07,0.0,156481,Miller-Hill,Expense,cash,Current Asset
2022-01-21,Subcontractor Expenses,Brianna Gates,1121.26,0.0,156491,Acevedo Ltd,Expense,cash,Current Asset
2022-01-21,Subcontractor Expenses,Stephanie Rodriguez,93445.03,0.0,156501,Pacheco Ltd,Expense,cash,Current Asset
2022-01-22,Subcontractor Expenses,Nicole Brown,8516.72,0.0,156511,Anderson and Sons,Expense,cash,Current Asset
2022-01-23,Subcontractor Expenses,Stephanie Tran,39876.06,0.0,156521,Huber-Morales,Expense,cash,Current Asset
2022-01-25,Subcontractor Expenses,Nathan Daniel,51694.7,0.0,156531,"Bell, Hansen and Irwin",Expense,cash,Current Asset
2022-01-26,Subcontractor Expenses,Whitney Dunn,7791.15,0.0,156541,"Nolan, Nelson and Banks",Expense,cash,Current Asset
2022-01-26,Subcontractor Expenses,Bryan Escobar Jr.,31777.02,0.0,156551,Coffey Ltd,Expense,cash,Current Asset
2022-01-28,Subcontractor Expenses,Joy Bates,25768.5,0.0,156561,Marquez Inc,Expense,cash,Current Asset
2022-01-29,Subcontractor Expenses,Scott Reynolds,4691.79,0.0,156571,Morrow Ltd,Expense,cash,Current Asset
2022-02-01,Subcontractor Expenses,Jessica Rubio,1936.45,0.0,156581,"Williams, Bradford and Burch",Expense,cash,Current Asset
2022-02-02,Subcontractor Expenses,Shane Anderson,4837.45,0.0,156591,"Olson, Smith and James",Expense,cash,Current Asset
2022-02-02,Subcontractor Expenses,Andrea Gaines,2286.18,0.0,156601,Taylor Group,Expense,cash,Current Asset
2022-02-02,Subcontractor Expenses,William Nunez,3203.07,0.0,156611,"Cunningham, Bullock and Richardson",Expense,cash,Current Asset
2022-02-02,Subcontractor Expenses,Sharon Stevens,9782.35,0.0,156621,Davis-Mitchell,Expense,cash,Current Asset
2022-02-02,Subcontractor Expenses,Michael Perry,6647.01,0.0,156631,Hale-Beasley,Expense,cash,Current Asset
2022-02-02,Subcontractor Expenses,Linda Williams,3503.68,0.0,156641,"Walton, Reynolds and Davis",Expense,cash,Current Asset
2022-02-08,Subcontractor Expenses,Allison Santos,9335.21,0.0,156651,"Williams, Wheeler and Williams",Expense,cash,Current Asset
2022-02-09,Subcontractor Expenses,Susan Lewis,110574.53,0.0,156661,Skinner-Villa,Expense,cash,Current Asset
2022-02-10,Subcontractor Expenses,Heather Castaneda,111354.13,0.0,156671,"Moore, Garcia and Khan",Expense,cash,Current Asset
2022-02-10,Subcontractor Expenses,Kelsey Hancock,102821.64,0.0,156681,Roberts-Jones,Expense,cash,Current Asset
2021-01-20,cash,Simple Cell Phone ,0.0,1044.31,234892,NaN,Current Asset,Business Comunication,Expense
2022-02-11,Subcontractor Expenses,William Hart,7270.38,0.0,156691,"Blackburn, Parks and Clements",Expense,cash,Current Asset
2022-02-11,Subcontractor Expenses,Max Perez,9984.22,0.0,156701,Duffy-Rivas,Expense,cash,Current Asset
2022-02-14,Subcontractor Expenses,Jessica Powell,3792.31,0.0,156711,Lawson Ltd,Expense,cash,Current Asset
2022-02-15,Subcontractor Expenses,Nancy Black,84775.31,0.0,156721,Lewis LLC,Expense,cash,Current Asset
2022-02-16,Subcontractor Expenses,Joel Brown,9596.36,0.0,156731,Moreno-Jones,Expense,cash,Current Asset
2022-02-17,Subcontractor Expenses,Brian Reilly,4328.12,0.0,156741,Lewis LLC,Expense,cash,Current Asset
2022-02-18,Subcontractor Expenses,Stephen Hicks,20583.94,0.0,156751,"Miller, Johnson and Casey",Expense,cash,Current Asset
2022-02-19,Subcontractor Expenses,Thomas Smith,6193.68,0.0,156761,"Smith, Murray and Fisher",Expense,cash,Current Asset
2022-02-20,Subcontractor Expenses,Jessica Davis,14320.15,0.0,156771,Powell PLC,Expense,cash,Current Asset
2022-02-22,Subcontractor Expenses,Donald Anderson,3056.46,0.0,156781,"Thomas, Hall and Watts",Expense,cash,Current Asset
2022-02-23,Subcontractor Expenses,Valerie Lewis,18355.31,0.0,156791,Anderson Ltd,Expense,cash,Current Asset
2022-02-24,Subcontractor Expenses,Kristen Martinez,6888.13,0.0,156801,Rodriguez Ltd,Expense,cash,Current Asset
2022-02-24,Subcontractor Expenses,Cameron Bowen,6516.29,0.0,156811,"Wiggins, Caldwell and Cruz",Expense,cash,Current Asset
2022-02-24,Subcontractor Expenses,Karen Jones,7389.03,0.0,156821,Townsend LLC,Expense,cash,Current Asset
2022-02-26,Subcontractor Expenses,Steven Hall,2238.85,0.0,156831,Norris-Newman,Expense,cash,Current Asset
2022-02-26,Subcontractor Expenses,Jake Prince,21916.72,0.0,156841,Gay-Hernandez,Expense,cash,Current Asset
2022-02-28,Subcontractor Expenses,Stacy Taylor,2791.22,0.0,156851,Payne Inc,Expense,cash,Current Asset
2022-02-28,Subcontractor Expenses,Gilbert Holmes,5469.27,0.0,156861,Miller-Moon,Expense,cash,Current Asset
2022-03-01,Subcontractor Expenses,Alyssa Gray,80842.26,0.0,156871,Martinez Ltd,Expense,cash,Current Asset
2022-03-05,Subcontractor Expenses,Michelle Wood,9816.94,0.0,156881,Davidson-Jackson,Expense,cash,Current Asset
2021-08-11,Service Revenue,NaN,0.0,34433.26,156891,Lawson PLC,Revenue,cash,Current Asset
2022-03-06,Subcontractor Expenses,Mr. Derek Blake,8915.28,0.0,156901,"Olsen, Mejia and Craig",Expense,cash,Current Asset
2022-03-06,Subcontractor Expenses,Amber Gordon,6039.07,0.0,156911,Mercer Group,Expense,cash,Current Asset
2022-03-07,Subcontractor Expenses,Michele Donovan,7008.91,0.0,156921,"Hill, Herrera and Robinson",Expense,cash,Current Asset
2022-03-08,Subcontractor Expenses,Tammy Anderson,1033.61,0.0,156931,Martin-Rodriguez,Expense,cash,Current Asset
2022-03-08,Subcontractor Expenses,Amanda Howard,92873.89,0.0,156941,Shaw-Lee,Expense,cash,Current Asset
2022-03-09,Subcontractor Expenses,Nicole Dunn,1648.73,0.0,156951,"Fry, Park and Landry",Expense,cash,Current Asset
2022-03-10,Subcontractor Expenses,Hailey Mcdonald,1212.51,0.0,156961,Williams PLC,Expense,cash,Current Asset
2022-03-10,Subcontractor Expenses,David James,1596.86,0.0,156971,Duffy LLC,Expense,cash,Current Asset
2022-03-11,Subcontractor Expenses,Natasha Lopez,1665.82,0.0,156981,Crosby Group,Expense,cash,Current Asset
2022-03-11,Subcontractor Expenses,Matthew Price,3764.64,0.0,156991,Simmons-Garrett,Expense,cash,Current Asset
2022-03-11,Subcontractor Expenses,Michael Riddle,1697.43,0.0,157001,Moss and Sons,Expense,cash,Current Asset
2022-03-11,Subcontractor Expenses,Andrew Coleman,5376.97,0.0,157011,Patterson-Ewing,Expense,cash,Current Asset
2022-03-12,Subcontractor Expenses,Angela Kelley,3157.34,0.0,157021,George Group,Expense,cash,Current Asset
2022-03-14,Subcontractor Expenses,Jose Smith MD,1580.88,0.0,157031,Hardy Ltd,Expense,cash,Current Asset
2022-03-14,Subcontractor Expenses,Nathaniel Jones,4158.69,0.0,157041,Holland Inc,Expense,cash,Current Asset
2022-03-16,Subcontractor Expenses,Brianna Gates,9755.78,0.0,157051,"Murray, Gould and Koch",Expense,cash,Current Asset
2022-03-17,Subcontractor Expenses,Stephanie Rodriguez,3433.18,0.0,157061,"Robbins, Peters and Brown",Expense,cash,Current Asset
2022-03-17,Subcontractor Expenses,Nicole Brown,8019.35,0.0,157071,"Lee, Werner and Grant",Expense,cash,Current Asset
2022-03-18,Subcontractor Expenses,Stephanie Tran,2092.41,0.0,157081,Morse Ltd,Expense,cash,Current Asset
2022-03-18,Subcontractor Expenses,Nathan Daniel,7547.25,0.0,157091,"Mayer, Thompson and Meyer",Expense,cash,Current Asset
2022-03-18,Subcontractor Expenses,Whitney Dunn,7381.83,0.0,157101,Price PLC,Expense,cash,Current Asset
2022-03-18,Subcontractor Expenses,Bryan Escobar Jr.,88910.75,0.0,157111,Allen Group,Expense,cash,Current Asset
2022-03-19,Subcontractor Expenses,Joy Bates,2654.65,0.0,157121,Torres-Mcintosh,Expense,cash,Current Asset
2022-03-19,Subcontractor Expenses,Scott Reynolds,2301.59,0.0,157131,Coffey Ltd,Expense,cash,Current Asset
2022-03-20,Subcontractor Expenses,Jessica Rubio,1532.89,0.0,157141,"Lamb, Cameron and Richardson",Expense,cash,Current Asset
2022-03-21,Subcontractor Expenses,Shane Anderson,3508.29,0.0,157151,Espinoza-Miller,Expense,cash,Current Asset
2022-03-21,Subcontractor Expenses,Andrea Gaines,117495.72,0.0,157161,Carpenter and Sons,Expense,cash,Current Asset
2022-03-22,Subcontractor Expenses,William Nunez,4317.29,0.0,157171,Mitchell LLC,Expense,cash,Current Asset
2022-03-22,Subcontractor Expenses,Sharon Stevens,2112.35,0.0,157181,"Wright, Banks and Zimmerman",Expense,cash,Current Asset
2022-03-22,Subcontractor Expenses,Michael Perry,612.46,0.0,157191,Flynn-Evans,Expense,cash,Current Asset
2022-03-23,Subcontractor Expenses,Linda Williams,9713.66,0.0,157201,Riley LLC,Expense,cash,Current Asset
2022-03-23,Subcontractor Expenses,Allison Santos,3387.32,0.0,157211,Wade Inc,Expense,cash,Current Asset
2022-03-23,Subcontractor Expenses,Susan Lewis,6052.32,0.0,157221,Robinson Ltd,Expense,cash,Current Asset
2022-03-23,Subcontractor Expenses,Heather Castaneda,54255.91,0.0,157231,Mendez-Brown,Expense,cash,Current Asset
2022-03-24,Subcontractor Expenses,Kelsey Hancock,7606.79,0.0,157241,Mayo-Day,Expense,cash,Current Asset
2022-03-24,Subcontractor Expenses,William Hart,2325.99,0.0,157251,Marquez Inc,Expense,cash,Current Asset
2022-03-25,Subcontractor Expenses,Max Perez,2015.48,0.0,157261,Lewis PLC,Expense,cash,Current Asset
2022-03-26,Subcontractor Expenses,Jessica Powell,4381.23,0.0,157271,Fuller PLC,Expense,cash,Current Asset
2021-01-30,cash,Clark LLC,0.0,5522.1,247152,NaN,Current Asset,Notes Payable,Long-Term Liability
2022-03-27,Subcontractor Expenses,Nancy Black,2031.52,0.0,157281,Phillips-Rodriguez,Expense,cash,Current Asset
2022-03-27,Subcontractor Expenses,Joel Brown,7011.31,0.0,157291,Ho Ltd,Expense,cash,Current Asset
2021-07-26,cash,Maverick ,0.0,33.15,201782,NaN,Current Asset,Fuel Expenses,Expense
2022-03-27,Subcontractor Expenses,Brian Reilly,57891.39,0.0,157301,Perez Ltd,Expense,cash,Current Asset
2022-03-28,Subcontractor Expenses,Stephen Hicks,3256.9,0.0,157311,"Dawson, Brown and Morales",Expense,cash,Current Asset
2022-03-28,Subcontractor Expenses,Thomas Smith,2933.66,0.0,157321,Martinez Ltd,Expense,cash,Current Asset
2022-03-29,Subcontractor Expenses,Jessica Davis,4405.61,0.0,157331,Cook-Wilson,Expense,cash,Current Asset
2022-11-28,cash,Herbert Supplies ,0.0,7135.69,245042,Golden Inc,Current Asset,Material Expenses,Expense
2022-03-30,Subcontractor Expenses,Donald Anderson,695.91,0.0,157341,Rhodes PLC,Expense,cash,Current Asset
2022-03-30,Subcontractor Expenses,Valerie Lewis,2721.96,0.0,157351,Henson Inc,Expense,cash,Current Asset
2022-03-30,Subcontractor Expenses,Kristen Martinez,4825.82,0.0,157361,Sharp-West,Expense,cash,Current Asset
2022-04-01,Subcontractor Expenses,Cameron Bowen,4374.38,0.0,157371,Reyes PLC,Expense,cash,Current Asset
2022-04-01,Subcontractor Expenses,Karen Jones,106827.61,0.0,157381,Duncan and Sons,Expense,cash,Current Asset
2022-04-01,Subcontractor Expenses,Steven Hall,93666.63,0.0,157391,Huynh and Sons,Expense,cash,Current Asset
2022-04-02,Subcontractor Expenses,Jake Prince,2702.3,0.0,157401,Stephens-Brown,Expense,cash,Current Asset
2022-04-02,Subcontractor Expenses,Stacy Taylor,3194.75,0.0,157411,Matthews-Cruz,Expense,cash,Current Asset
2022-04-02,Subcontractor Expenses,Gilbert Holmes,82946.68,0.0,157421,Vance and Sons,Expense,cash,Current Asset
2022-04-05,Subcontractor Expenses,Alyssa Gray,7598.05,0.0,157431,Manning PLC,Expense,cash,Current Asset
2022-04-06,Subcontractor Expenses,Michelle Wood,7646.58,0.0,157441,Brown-Nguyen,Expense,cash,Current Asset
2022-04-07,Subcontractor Expenses,Mr. Derek Blake,5425.52,0.0,157451,"Ford, Brown and Orr",Expense,cash,Current Asset
2022-04-07,Subcontractor Expenses,Amber Gordon,1095.61,0.0,157461,Adams LLC,Expense,cash,Current Asset
2022-04-08,Subcontractor Expenses,Michele Donovan,1853.19,0.0,157471,Barker-Nichols,Expense,cash,Current Asset
2022-04-09,Subcontractor Expenses,Tammy Anderson,4134.02,0.0,157481,Mullins-Johnson,Expense,cash,Current Asset
2022-04-10,Subcontractor Expenses,Amanda Howard,6507.63,0.0,157491,Hughes Inc,Expense,cash,Current Asset
2022-04-10,Subcontractor Expenses,Nicole Dunn,64403.39,0.0,157501,Beck and Sons,Expense,cash,Current Asset
2022-04-11,Subcontractor Expenses,Hailey Mcdonald,8190.17,0.0,157511,Joseph LLC,Expense,cash,Current Asset
2022-04-11,Subcontractor Expenses,David James,7470.46,0.0,157521,Thompson and Sons,Expense,cash,Current Asset
2022-04-11,Subcontractor Expenses,Natasha Lopez,8538.01,0.0,157531,Mcgrath-Gibbs,Expense,cash,Current Asset
2022-04-12,Subcontractor Expenses,Matthew Price,6395.72,0.0,157541,Young-Davis,Expense,cash,Current Asset
2022-04-13,Subcontractor Expenses,Michael Riddle,8216.39,0.0,157561,Williams Ltd,Expense,cash,Current Asset
2022-04-13,Subcontractor Expenses,Andrew Coleman,29343.15,0.0,157571,Matthews-Briggs,Expense,cash,Current Asset
